"POS_RK",POS_TIERS,"PLAYER NAME",TEAM,"AVG_FAN PTS"
"1",1,"Christian McCaffrey",CAR,"24.4"
"2",1,"Dalvin Cook",MIN,"21.0"
"3",1,"Derrick Henry",TEN,"19.6"
"4",2,"Alvin Kamara",NO,"19.7"
"5",2,"Ezekiel Elliott",DAL,"11.4"
"6",2,"Nick Chubb",CLE,"16.0"
"7",2,"Saquon Barkley",NYG,"4.7"
"8",2,"Jonathan Taylor",IND,"14.5"
"9",2,"Aaron Jones",GB,"15.1"
"10",3,"Antonio Gibson",WAS,"11.9"
"11",3,"Joe Mixon",CIN,"13.1"
"12",3,"Austin Ekeler",LAC,"11.1"
"13",3,"Najee Harris",PIT,"0"
"14",3,"Clyde Edwards-Helaire",KC,"10.8"
"15",3,"J.K. Dobbins",BAL,"10.0"
"16",3,"Chris Carson",SEA,"12.6"
"17",3,"David Montgomery",CHI,"14.1"
"18",4,"D'Andre Swift",DET,"11.1"
"19",4,"Josh Jacobs",LV,"13.2"
"20",4,"Miles Sanders",PHI,"11.9"
"21",4,"Darrell Henderson",LAR,"7.6"
"22",4,"Myles Gaskin",MIA,"12.3"
"23",4,"Kareem Hunt",CLE,"11.3"
"24",4,"Mike Davis",ATL,"9.8"
"25",5,"Travis Etienne",JAC,"0"
"26",5,"Damien Harris",NE,"8.6"
"27",5,"Raheem Mostert",SF,"10.5"
"28",5,"Chase Edmonds",ARI,"7.2"
"29",5,"Melvin Gordon III",DEN,"11.1"
"30",5,"Javonte Williams",DEN,"0"
"31",5,"Ronald Jones II",TB,"11.3"
"32",5,"James Robinson",JAC,"14.4"
"33",5,"Zack Moss",BUF,"6.7"
"34",5,"David Johnson",HOU,"12.2"
"35",5,"Leonard Fournette",TB,"7.4"
"36",5,"James Conner",ARI,"10.0"
"37",5,"Trey Sermon",SF,"0"
"38",5,"AJ Dillon",GB,"3.5"
"39",5,"Michael Carter",NYJ,"0"
"40",5,"Gus Edwards",BAL,"7.5"
"41",5,"Kenyan Drake",LV,"11.1"
"42",6,"Latavius Murray",NO,"7.5"
"43",6,"Devin Singletary",BUF,"6.6"
"44",6,"Tony Pollard",DAL,"5.8"
"45",6,"Jamaal Williams",DET,"6.9"
"46",6,"Nyheim Hines",IND,"8.1"
"47",6,"Phillip Lindsay",HOU,"5.4"
"48",6,"Alexander Mattison",MIN,"5.7"
"49",6,"J.D. McKissic",WAS,"7.0"
"50",6,"Tevin Coleman",NYJ,"1.1"
"51",6,"Tarik Cohen",CHI,"3.8"
"52",6,"James White",NE,"4.8"
"53",6,"Rashaad Penny",SEA,"1.1"
"54",6,"Sony Michel",NE,"7.6"
"55",7,"Kenneth Gainwell",PHI,"0"
"56",7,"Giovani Bernard",TB,"6.9"
"57",7,"Marlon Mack",IND,"5.6"
"58",7,"Salvon Ahmed",MIA,"9.7"
"59",7,"Darrel Williams",KC,"2.3"
"60",7,"Joshua Kelley",LAC,"4.2"
"61",7,"Darrynton Evans",TEN,"2.8"
"62",7,"Malcolm Brown",MIA,"5.4"
"63",7,"Chuba Hubbard",CAR,"0"
"64",7,"Carlos Hyde",JAC,"6.9"
"65",7,"Damien Williams",CHI,"0"
"66",7,"Benny Snell Jr.",PIT,"4.1"
"67",7,"Justin Jackson",LAC,"5.1"
"68",7,"Mark Ingram II",HOU,"4.3"
"69",7,"La'Mical Perine",NYJ,"4.2"
"70",7,"Jeff Wilson Jr.",SF,"10.8"
"71",7,"Wayne Gallman",SF,"7.7"
"72",7,"Kerryon Johnson",PHI,"3.3"
"73",7,"Rhamondre Stevenson",NE,"0"
"74",7,"Jerick McKinnon",KC,"5.8"
"75",7,"Matt Breida",BUF,"2.8"
"76",7,"Anthony McFarland Jr.",PIT,"1.5"
"77",7,"Javian Hawkins",ATL,"0"
"78",7,"Boston Scott",PHI,"4.4"
"79",8,"Ty Johnson",NYJ,"3.6"
"80",8,"Devontae Booker",NYG,"4.3"
"81",8,"Ke'Shawn Vaughn",TB,"1.8"
"82",8,"Samaje Perine",CIN,"3.4"
"83",8,"DeeJay Dallas",SEA,"3.3"
"84",8,"Justice Hill",BAL,"0.7"
"85",8,"Jalen Richard",LV,"2.5"
"86",8,"Rex Burkhead",HOU,"8.3"
"87",8,"Le'Veon Bell",FA,"5.3"
"88",8,"Brian Hill",TEN,"4.4"
"89",8,"Eno Benjamin",ARI,"0"
"90",8,"Kalen Ballage",PIT,"5.9"
"91",8,"Todd Gurley II",FA,"9.2"
"92",8,"Duke Johnson Jr.",FA,"5.1"
"93",8,"Jordan Howard",PHI,"4.2"
"94",8,"Jordan Wilkins",IND,"3.3"
"95",8,"Ito Smith",FA,"2.9"
"96",8,"Adrian Peterson",FA,"7.0"
"97",8,"Peyton Barber",WAS,"3.2"
"98",9,"Chris Thompson",FA,"2.8"
"99",9,"Jermar Jefferson",DET,"0"
"100",9,"Xavier Jones",LAR,"0.0"
"101",9,"Mike Boone",DEN,"0.8"
"102",9,"Larry Rountree III",LAC,"0"
"103",9,"Elijah Mitchell",SF,"0"
"104",9,"Royce Freeman",DEN,"1.6"
"105",9,"Qadree Ollison",ATL,"0.1"
"106",9,"Chris Evans",CIN,"0"
"107",9,"Dare Ogunbowale",JAC,"1.4"
"108",9,"Jake Funk",LAR,"0"
"109",9,"Bryce Love",FA,"0"
"110",9,"Devine Ozigbo",JAC,"0.5"
"111",9,"Kylin Hill",GB,"0"
"112",9,"Khalil Herbert",CHI,"0"
"113",9,"Frank Gore",FA,"5.6"
"114",9,"Kene Nwangwu",MIN,"0"
"115",9,"LeSean McCoy",FA,"1.3"
"116",9,"Darwin Thompson",KC,"2.0"
"117",10,"Jaret Patterson",WAS,"0"
"118",10,"Gerrid Doaks",MIA,"0"
"119",10,"Travis Homer",SEA,"2.6"
"120",10,"Kyle Juszczyk",SF,"3.9"
"121",10,"Gary Brightwell",NYG,"0"
"122",10,"Raymond Calais",LAR,"0.0"
"123",10,"Jaylen Samuels",PIT,"0.5"
"124",10,"Alex Collins",SEA,"6.7"
"125",10,"Stevie Scott III",NO,"0"
"126",10,"Trayveon Williams",CIN,"1.7"
"127",10,"Devonta Freeman",NO,"5.8"
"128",10,"JaMycal Hasty",SF,"3.0"
