"RK",TIERS,"PLAYER NAME",TEAM,"FAN PTS","PASS_YDS","PASS_TDS","REC","REC_YDS","REC_TDS","RUSH_ATT","RUSH_YDS","RUSH_TDS"
"1",1,"Christian McCaffrey",CAR,"73.3","0","0","17","149","1","59","225","5"
"2",1,"Dalvin Cook",MIN,"293.8","0","0","44","361","1","312","1557","16"
"3",1,"Derrick Henry",TEN,"314.1","0","0","19","114","0","378","2027","17"
"4",2,"Alvin Kamara",NO,"294.8","0","0","83","756","5","187","932","16"
"5",2,"Ezekiel Elliott",DAL,"171.7","0","0","52","338","2","244","979","6"
"6",2,"Nick Chubb",CLE,"191.7","0","0","16","150","0","190","1067","12"
"7",2,"Jonathan Taylor",IND,"216.8","0","0","36","299","1","232","1169","11"
"8",2,"Saquon Barkley",NYG,"9.4","0","0","6","60","0","19","34","0"
"9",2,"Aaron Jones",GB,"211.9","0","0","47","355","2","201","1104","9"
"10",2,"Tyreek Hill",KC,"241.9","0","0","87","1276","15","13","123","2"
"11",2,"Davante Adams",GB,"243.4","0","0","115","1374","18","0","0","0"
"12",3,"Stefon Diggs",BUF,"201.6","0","0","127","1535","8","1","1","0"
"13",3,"Calvin Ridley",ATL,"191.5","0","0","90","1374","9","5","1","0"
"14",3,"Travis Kelce",KC,"207.76","0","0","105","1416","11","0","0","0"
"15",3,"Antonio Gibson",WAS,"166.2","0","0","36","247","0","170","795","11"
"16",3,"Joe Mixon",CIN,"78.6","0","0","21","138","1","119","428","3"
"17",3,"DeAndre Hopkins",ARI,"172.8","0","0","115","1407","6","1","1","0"
"18",3,"D.K. Metcalf",SEA,"188.3","0","0","83","1303","10","0","0","0"
"19",3,"A.J. Brown",TEN,"177.5","0","0","70","1075","11","0","0","0"
"20",3,"George Kittle",SF,"77.1","0","0","48","634","2","2","17","0"
"21",3,"Justin Jefferson",MIN,"186.2","0","0","88","1400","7","1","2","0"
"22",4,"Patrick Mahomes II",KC,"380.4","4740","38","0","0","0","62","308","2"
"23",4,"Austin Ekeler",LAC,"111.3","0","0","54","403","2","116","530","1"
"24",4,"Darren Waller",LV,"171.6","0","0","107","1196","9","0","0","0"
"25",4,"Clyde Edwards-Helaire",KC,"140","0","0","36","297","1","181","803","4"
"26",4,"J.K. Dobbins",BAL,"150.5","0","0","18","120","0","134","805","9"
"27",4,"Terry McLaurin",WAS,"136.8","0","0","87","1118","4","2","30","0"
"28",4,"Najee Harris",PIT,"0","0","0","0","0","0","0","0","0"
"29",4,"Allen Robinson II",CHI,"160.9","0","0","102","1250","6","1","-1","0"
"30",4,"Mike Evans",TB,"178.6","0","0","70","1006","13","0","0","0"
"31",4,"Keenan Allen",LAC,"145.1","0","0","100","992","8","1","-1","0"
"32",4,"Chris Carson",SEA,"150.8","0","0","37","287","4","141","681","5"
"33",4,"David Montgomery",CHI,"210.8","0","0","54","438","2","247","1070","8"
"34",5,"CeeDee Lamb",DAL,"143.7","0","0","74","935","5","10","82","1"
"35",5,"Chris Godwin",TB,"126","0","0","65","840","7","0","0","0"
"36",5,"Julio Jones",TEN,"95.1","0","0","51","771","3","0","0","0"
"37",5,"Amari Cooper",DAL,"144.8","0","0","92","1114","5","6","14","0"
"38",5,"D'Andre Swift",DET,"143.8","0","0","46","357","2","114","521","8"
"39",5,"Josh Jacobs",LV,"198.3","0","0","33","238","0","273","1065","12"
"40",5,"Miles Sanders",PHI,"142.4","0","0","28","197","0","164","867","6"
"41",5,"D.J. Moore",CAR,"145.5","0","0","66","1193","4","2","22","0"
"42",5,"Robert Woods",LAR,"155.1","0","0","90","936","6","24","155","2"
"43",5,"Josh Allen",BUF,"405.06","4544","37","0","0","0","102","421","8"
"44",5,"Adam Thielen",MIN,"180","0","0","74","925","14","3","15","0"
"45",5,"Kenny Golladay",NYG,"45.8","0","0","20","338","2","0","0","0"
"46",5,"Cooper Kupp",LAR,"116.7","0","0","92","974","3","4","33","0"
"47",6,"Darrell Henderson",LAR,"114.3","0","0","16","159","1","138","624","5"
"48",6,"Kyler Murray",ARI,"390.74","3971","26","0","0","0","133","819","11"
"49",6,"Mark Andrews",BAL,"112.1","0","0","58","701","7","0","0","0"
"50",6,"Lamar Jackson",BAL,"341.78","2757","26","0","0","0","159","1005","7"
"51",6,"Brandon Aiyuk",SF,"124.5","0","0","60","748","5","6","77","2"
"52",6,"Myles Gaskin",MIA,"123.2","0","0","41","388","2","142","584","3"
"53",6,"Tyler Lockett",SEA,"165.4","0","0","100","1054","10","0","0","0"
"54",6,"T.J. Hockenson",DET,"108.3","0","0","67","723","6","1","0","0"
"55",6,"Tee Higgins",CIN,"127.6","0","0","67","908","6","5","28","0"
"56",6,"Odell Beckham Jr.",CLE,"63.82","0","0","23","319","3","3","72","1"
"57",6,"Dak Prescott",DAL,"138.64","1856","9","0","0","0","18","93","3"
"58",6,"Kareem Hunt",CLE,"180.5","0","0","38","304","5","198","841","6"
"59",6,"Diontae Johnson",PIT,"133.8","0","0","88","923","7","3","15","0"
"60",6,"Courtland Sutton",DEN,"6.6","0","0","3","66","0","0","0","0"
"61",6,"Kyle Pitts",ATL,"0","0","0","0","0","0","0","0","0"
"62",6,"Chase Claypool",PIT,"152.9","0","0","62","873","9","10","16","2"
"63",6,"Mike Davis",ATL,"147.5","0","0","59","373","2","165","642","6"
"64",6,"Ja'Marr Chase",CIN,"0","0","0","0","0","0","0","0","0"
"65",6,"D.J. Chark Jr.",JAC,"100.6","0","0","53","706","5","0","0","0"
"66",6,"Russell Wilson",SEA,"372.78","4212","40","0","0","0","83","513","2"
"67",7,"Aaron Rodgers",GB,"387.26","4299","48","0","0","0","38","149","3"
"68",7,"Travis Etienne",JAC,"0","0","0","0","0","0","0","0","0"
"69",7,"Damien Harris",NE,"86.3","0","0","5","52","0","137","691","2"
"70",7,"Justin Herbert",LAC,"342.84","4336","31","0","0","0","55","234","5"
"71",7,"Raheem Mostert",SF,"83.7","0","0","16","156","1","104","521","2"
"72",7,"Jerry Jeudy",DEN,"105.6","0","0","52","856","3","0","0","0"
"73",7,"Chase Edmonds",ARI,"115","0","0","53","402","4","97","448","1"
"74",7,"Robby Anderson",CAR,"129.2","0","0","95","1096","3","4","15","0"
"75",7,"Deebo Samuel",SF,"47.7","0","0","33","391","1","8","26","0"
"76",7,"Melvin Gordon III",DEN,"166.4","0","0","32","158","1","215","986","9"
"77",7,"JuJu Smith-Schuster",PIT,"137.1","0","0","97","831","9","0","0","0"
"78",7,"Ronald Jones II",TB,"158.3","0","0","28","165","1","192","978","7"
"79",7,"Brandin Cooks",HOU,"151","0","0","81","1150","6","0","0","0"
"80",7,"Dallas Goedert",PHI,"70.4","0","0","46","524","3","0","0","0"
"81",7,"James Robinson",JAC,"201.4","0","0","49","344","3","240","1070","7"
"82",7,"Javonte Williams",DEN,"0","0","0","0","0","0","0","0","0"
"83",7,"Will Fuller V",MIA,"135.9","0","0","53","879","8","1","0","0"
"84",7,"Tyler Boyd",CIN,"113.64","0","0","79","841","4","5","49","0"
"85",7,"Noah Fant",DEN,"87.3","0","0","62","673","3","0","0","0"
"86",7,"Curtis Samuel",WAS,"135.1","0","0","77","851","3","41","200","2"
"87",7,"Robert Tonyan",GB,"124.6","0","0","52","586","11","0","0","0"
"88",7,"Tom Brady",TB,"349.92","4633","40","0","0","0","30","6","3"
"89",7,"Jalen Hurts",PHI,"112.44","1061","6","0","0","0","63","354","3"
"90",7,"Ryan Tannehill",TEN,"350.36","3819","33","0","0","0","43","266","7"
"91",7,"DeVonta Smith",PHI,"0","0","0","0","0","0","0","0","0"
"92",8,"David Johnson",HOU,"146.5","0","0","33","314","2","147","691","6"
"93",8,"Zack Moss",BUF,"87.6","0","0","14","95","1","112","481","4"
"94",8,"Leonard Fournette",TB,"96","0","0","36","233","0","97","367","6"
"95",8,"Michael Thomas",NO,"43.9","0","0","40","438","0","1","1","0"
"96",8,"Jarvis Landry",CLE,"115.96","0","0","72","840","3","4","10","1"
"97",8,"Mike Williams",LAC,"105.7","0","0","48","756","5","1","1","0"
"98",8,"Matthew Stafford",LAR,"270.56","4084","26","0","0","0","29","112","0"
"99",8,"James Conner",ARI,"129.6","0","0","35","215","0","169","721","6"
"100",8,"Michael Gallup",DAL,"114.3","0","0","59","843","5","0","0","0"
"101",8,"Joe Burrow",CIN,"178.72","2688","13","0","0","0","37","142","3"
"102",8,"Laviska Shenault Jr.",JAC,"99.1","0","0","58","600","5","18","91","0"
"103",8,"Tyler Higbee",LAR,"84.2","0","0","44","521","5","1","1","0"
"104",8,"Logan Thomas",WAS,"104.62","0","0","72","670","6","3","5","0"
"105",8,"Mike Gesicki",MIA,"106.3","0","0","53","703","6","0","0","0"
"106",8,"Trey Sermon",SF,"0","0","0","0","0","0","0","0","0"
"107",8,"Marquise Brown",BAL,"125","0","0","58","769","8","1","1","0"
"108",8,"DeVante Parker",MIA,"103.3","0","0","63","793","4","0","0","0"
"109",8,"Michael Carter",NYJ,"0","0","0","0","0","0","0","0","0"
"110",8,"AJ Dillon",GB,"38.3","0","0","2","21","0","46","242","2"
"111",8,"Corey Davis",NYJ,"126.4","0","0","65","984","5","0","0","0"
"112",8,"Antonio Brown",TB,"72.1","0","0","45","483","4","2","-2","0"
"113",8,"Gus Edwards",BAL,"119.2","0","0","9","129","0","144","723","6"
"114",8,"Kenyan Drake",LV,"167.2","0","0","25","137","0","239","955","10"
"115",8,"Michael Pittman Jr.",IND,"58.9","0","0","40","503","1","3","26","0"
"116",8,"Matt Ryan",ATL,"293.44","4581","26","0","0","0","29","92","2"
"117",8,"Irv Smith Jr.",MIN,"68.5","0","0","30","365","5","0","0","0"
"118",8,"Latavius Murray",NO,"113.2","0","0","23","176","1","146","656","4"
"119",8,"Devin Singletary",BUF,"105.6","0","0","38","269","0","156","687","2"
"120",8,"Marvin Jones Jr.",JAC,"151.8","0","0","76","978","9","0","0","0"
"121",9,"Kirk Cousins",MIN,"319.2","4265","35","0","0","0","32","156","1"
"122",9,"Trevor Lawrence",JAC,"0","0","0","0","0","0","0","0","0"
"123",9,"Tony Pollard",DAL,"92.8","0","0","28","193","1","101","435","4"
"124",9,"Jamaal Williams",DET,"96.1","0","0","31","236","1","119","505","2"
"125",9,"Rob Gronkowski",TB,"104.3","0","0","45","623","7","0","0","0"
"126",9,"Jaylen Waddle",MIA,"0","0","0","0","0","0","0","0","0"
"127",9,"T.Y. Hilton",IND,"108.2","0","0","56","762","5","0","0","0"
"128",9,"Jonnu Smith",NE,"99.2","0","0","41","448","8","2","4","1"
"129",9,"Baker Mayfield",CLE,"255.62","3563","26","0","0","0","54","165","1"
"130",9,"Mecole Hardman",KC,"87.1","0","0","41","560","4","4","31","0"
"131",9,"Evan Engram",NYG,"78","0","0","63","654","1","6","26","1"
"132",9,"Nyheim Hines",IND,"130.2","0","0","63","482","4","89","380","3"
"133",9,"Hunter Henry",NE,"85.3","0","0","60","613","4","0","0","0"
"134",9,"Darnell Mooney",CHI,"91.1","0","0","61","631","4","4","20","0"
"135",9,"Henry Ruggs III",LV,"58.1","0","0","26","452","2","9","49","0"
"136",9,"Phillip Lindsay",HOU,"59","0","0","7","28","0","118","502","1"
"137",9,"Tua Tagovailoa",MIA,"140.46","1814","11","0","0","0","36","109","3"
"138",9,"Alexander Mattison",MIN,"73.9","0","0","13","125","1","96","434","2"
"139",9,"Ryan Fitzpatrick",WAS,"160.74","2091","13","0","0","0","30","151","2"
"140",9,"Blake Jarwin",DAL,"1.2","0","0","1","12","0","0","0","0"
"141",9,"Nelson Agholor",NE,"137.6","0","0","48","896","8","0","0","0"
"142",9,"Daniel Jones",NYG,"190.02","2943","11","0","0","0","65","423","1"
"143",9,"Carson Wentz",IND,"213.4","2620","16","0","0","0","52","276","5"
"144",9,"Jalen Reagor",PHI,"56.2","0","0","31","396","1","4","26","0"
"145",9,"Ben Roethlisberger",PIT,"277.22","3803","33","0","0","0","25","11","0"
"146",9,"Cole Beasley",BUF,"125.5","0","0","82","967","4","0","0","0"
"147",9,"J.D. McKissic",WAS,"111.4","0","0","80","589","2","85","365","1"
"148",9,"Austin Hooper",CLE,"67.5","0","0","46","435","4","0","0","0"
"149",9,"Pittsburgh Steelers",PIT,"148","0","0","0","0","0","0","0","0"
"150",10,"John Brown",LV,"63.8","0","0","33","458","3","0","0","0"
"151",10,"Los Angeles Rams",LAR,"151","0","0","0","0","0","0","0","0"
"152",10,"Jared Cook",LAC,"90.4","0","0","37","504","7","0","0","0"
"153",10,"Cole Kmet",CHI,"34","0","0","28","243","2","1","-3","0"
"154",10,"Tarik Cohen",CHI,"11.5","0","0","6","41","0","14","74","0"
"155",10,"Tevin Coleman",NYJ,"8.7","0","0","4","34","0","28","53","0"
"156",10,"Adam Trautman",NO,"23.1","0","0","15","171","1","0","0","0"
"157",10,"Tre'Quan Smith",NO,"69.1","0","0","34","448","4","1","3","0"
"158",10,"Rashaad Penny",SEA,"3.4","0","0","0","0","0","11","34","0"
"159",10,"James White",NE,"67.6","0","0","49","375","1","35","121","2"
"160",10,"Baltimore Ravens",BAL,"141","0","0","0","0","0","0","0","0"
"161",10,"Gabriel Davis",BUF,"101.9","0","0","35","599","7","1","0","0"
"162",10,"Rashod Bateman",BAL,"0","0","0","0","0","0","0","0","0"
"163",10,"Derek Carr",LV,"281.12","4103","27","0","0","0","39","140","3"
"164",10,"Jamison Crowder",NYJ,"113.02","0","0","59","699","6","1","14","0"
"165",10,"Gerald Everett",SEA,"51.9","0","0","41","417","1","1","2","1"
"166",10,"Russell Gage",ATL,"109.06","0","0","72","786","4","2","9","0"
"167",10,"Christian Kirk",ARI,"98.4","0","0","48","621","6","2","3","0"
"168",10,"Sterling Shepard",NYG,"96.5","0","0","66","656","3","6","49","1"
"169",10,"Justin Fields",CHI,"0","0","0","0","0","0","0","0","0"
"170",10,"San Francisco 49ers",SF,"88","0","0","0","0","0","0","0","0"
"171",10,"Justin Tucker",BAL,"145","0","0","0","0","0","0","0","0"
"172",10,"Indianapolis Colts",IND,"146","0","0","0","0","0","0","0","0"
"173",10,"Parris Campbell",IND,"8.7","0","0","6","71","0","2","16","0"
"174",10,"Washington Football Team",WAS,"127","0","0","0","0","0","0","0","0"
"175",10,"Tampa Bay Buccaneers",TB,"117","0","0","0","0","0","0","0","0"
"176",10,"Sam Darnold",CAR,"145.02","2208","9","0","0","0","37","217","2"
"177",10,"Sony Michel",NE,"68.3","0","0","7","114","1","79","449","1"
"178",10,"Harrison Butker",KC,"134","0","0","0","0","0","0","0","0"
"179",10,"Anthony Firkser",TEN,"44.7","0","0","39","387","1","0","0","0"
"180",10,"Elijah Moore",NYJ,"0","0","0","0","0","0","0","0","0"
"181",10,"Emmanuel Sanders",BUF,"103.8","0","0","61","726","5","1","12","0"
"182",10,"Breshad Perriman",DET,"69.1","0","0","30","505","3","1","6","0"
"183",10,"Younghoe Koo",ATL,"168","0","0","0","0","0","0","0","0"
"184",10,"Zach Ertz",PHI,"41.5","0","0","36","335","1","0","0","0"
"185",10,"Salvon Ahmed",MIA,"58","0","0","11","61","0","75","319","3"
"186",10,"Marlon Mack",IND,"5.6","0","0","3","30","0","4","26","0"
"187",10,"Eric Ebron",PIT,"85.8","0","0","56","558","5","0","0","0"
"188",10,"Buffalo Bills",BUF,"118","0","0","0","0","0","0","0","0"
"189",11,"Darius Slayton",NYG,"91","0","0","50","751","3","2","-1","0"
"190",11,"New Orleans Saints",NO,"124","0","0","0","0","0","0","0","0"
"191",11,"New England Patriots",NE,"106","0","0","0","0","0","0","0","0"
"192",11,"Giovani Bernard",TB,"111.1","0","0","47","355","3","124","416","3"
"193",11,"Allen Lazard",GB,"64.8","0","0","33","451","3","2","17","0"
"194",11,"Jakobi Meyers",NE,"83.52","0","0","59","729","0","2","9","0"
"195",11,"Kenneth Gainwell",PHI,"0","0","0","0","0","0","0","0","0"
"196",11,"Greg Zuerlein",DAL,"153","0","0","0","0","0","0","0","0"
"197",11,"Kansas City Chiefs",KC,"106","0","0","0","0","0","0","0","0"
"198",11,"Rondale Moore",ARI,"0","0","0","0","0","0","0","0","0"
"199",11,"Joshua Kelley",LAC,"58.2","0","0","23","148","0","111","354","2"
"200",11,"Zach Wilson",NYJ,"0","0","0","0","0","0","0","0","0"
"201",11,"Wil Lutz",NO,"135","0","0","0","0","0","0","0","0"
"202",11,"Trey Lance",SF,"0","0","0","0","0","0","0","0","0"
