"POS_RK",POS_TIERS,"PLAYER NAME",TEAM,"AVG_FAN PTS"
"129",10,"Devin Duvernay",BAL,"2.1"
"130",10,"Larry Fitzgerald",FA,"3.6"
"131",10,"Jalen Hurd",SF,"0"
"132",10,"Danny Amendola",FA,"4.3"
"133",10,"Adam Humphries",WAS,"5.0"
"134",10,"Collin Johnson",JAC,"2.9"
"135",10,"Dez Fitzpatrick",TEN,"0"
"136",10,"Alshon Jeffery",FA,"2.5"
"137",10,"Cornell Powell",KC,"0"
"138",10,"Auden Tate",CIN,"1.7"
"139",10,"David Moore",CAR,"5.2"
"140",10,"Chris Conley",HOU,"3.8"
"141",10,"Anthony Schwartz",CLE,"0"
"142",10,"Cam Sims",WAS,"3.4"
"143",10,"Dazz Newsome",CHI,"0"
"144",10,"Ihmir Smith-Marsette",MIN,"0"
"145",10,"Olabisi Johnson",MIN,"1.3"
"146",10,"Willie Snead IV",LV,"4.7"
"147",11,"Kenny Stills",BUF,"2.0"
"148",11,"Equanimeous St. Brown",GB,"1.5"
"149",11,"Devin Funchess",GB,"0"
"150",11,"Isaiah McKenzie",BUF,"4.3"
"151",11,"Damiere Byrd",CHI,"4.2"
"152",11,"Richie James Jr.",SF,"3.8"
"153",11,"Simi Fehoko",DAL,"0"
"154",11,"Cedrick Wilson",DAL,"2.2"
"155",11,"Lil'Jordan Humphrey",NO,"3.5"
"156",11,"Shi Smith",CAR,"0"
"157",11,"Jaelon Darden",TB,"0"
"158",11,"Frank Darby",ATL,"0"
"159",11,"Freddie Swain",SEA,"1.7"
"160",11,"Braxton Berrios",NYJ,"3.8"
"161",11,"Mohamed Sanu",SF,"2.7"
"162",11,"Kelvin Harmon",WAS,"0"
"163",11,"J.J. Arcega-Whiteside",PHI,"1.3"
"164",11,"Seth Williams",DEN,"0"
"165",11,"Quez Watkins",PHI,"2.8"
"166",11,"Demetric Felton",CLE,"0"
"167",11,"Marquez Stevenson",BUF,"0"
"168",11,"Sage Surratt",DET,"0"
"169",11,"Jakeem Grant Sr.",MIA,"3.7"
"170",11,"Chad Beebe",MIN,"2.1"
"171",11,"Marquise Goodwin",CHI,"0"
"172",11,"John Hightower",PHI,"1.4"
"173",11,"Kalif Raymond",DET,"1.2"
"174",11,"KeeSean Johnson",ARI,"2.2"
"175",11,"Zay Jones",LV,"1.4"
"176",11,"Javon Wims",CHI,"0.8"
"177",11,"Antonio Callaway",KC,"0.4"
"178",11,"Tajae Sharpe",ATL,"0.0"
"179",11,"Albert Wilson",MIA,"0"
"180",11,"Ray-Ray McCloud",PIT,"0.8"
"181",11,"Isaiah Coulter",HOU,"0.0"
"182",11,"Juwan Johnson",NO,"0.6"
"183",11,"Geronimo Allison",DET,"0"
"184",11,"Christian Blake",ATL,"0.9"
"185",11,"Gunner Olszewski",NE,"1.6"
"186",12,"Cade Johnson",SEA,"0"
"187",12,"Phillip Dorsett II",JAC,"0"
"188",12,"Nick Westbrook-Ikhine",TEN,"0.4"
"189",12,"Chad Hansen",DET,"5.9"
"190",12,"Cameron Batson",TEN,"1.5"
"191",12,"Mike Thomas",CIN,"1.2"
"192",12,"Andre Roberts",HOU,"-0.1"
"193",12,"Alex Erickson",HOU,"0.7"
"194",12,"Riley Ridley",CHI,"0.8"
"195",12,"Noah Brown",DAL,"1.0"
"196",12,"Jamal Agnew",JAC,"0.8"
"197",12,"Trishton Jackson",LAR,"0"
"198",12,"K.J. Hill Jr.",LAC,"0.4"
"199",12,"Penny Hart",SEA,"0.2"
"200",12,"KhaDarel Hodge",CLE,"2.0"
"201",12,"Dante Pettis",NYG,"1.7"
"202",12,"Justin Watson",TB,"0.9"
"203",12,"Trent Taylor",CIN,"0.7"
"204",12,"Mike Strachan",IND,"0"
"205",12,"Marvin Hall",NE,"3.5"
"206",12,"Chester Rogers",TEN,"0"
"207",12,"John Ursua",SEA,"0"
"208",12,"Devin Smith",NE,"0"
"209",12,"Joe Reed",LAC,"0.8"
"210",12,"Trey Quinn",LV,"0.0"
"211",12,"Isaiah Zuber",NE,"1.3"
"212",12,"Laquon Treadwell",JAC,"3.4"
"213",12,"River Cracraft",SF,"0.5"
"214",12,"Racey McMath",TEN,"0"
"215",12,"Kawaan Baker",NO,"0"
"216",12,"Mack Hollins",MIA,"1.4"
"217",12,"DeMichael Harris",IND,"1.8"
"218",12,"Dez Bryant",FA,"2.8"
"219",12,"Diontae Spencer",DEN,"1.0"
"220",12,"K.J. Osborn",MIN,"0.0"
"221",12,"Chris Finke",KC,"0"
"222",12,"Ashton Dulin",IND,"0.5"
"223",12,"Jaydon Mickens",TB,"0.6"
"224",12,"Blake Proehl",MIN,"0"
"225",12,"Marcus Kemp",KC,"0.1"
"226",13,"Ben Skowronek",LAR,"0"
"227",13,"Austin Watkins Jr.",SF,"0"
"228",13,"Tyrie Cleveland",DEN,"0.6"
"229",13,"Chad Williams",KC,"0"
"230",13,"Juwann Winfree",GB,"0.0"
"231",13,"Stanley Morgan Jr.",CIN,"0.0"
"232",13,"Chris Rowland",ATL,"0.0"
"233",13,"Jake Kumerow",BUF,"1.4"
"234",13,"Marcus Johnson",TEN,"2.3"
"235",13,"Brandon Powell",BUF,"1.2"
"236",13,"Brandon Zylstra",CAR,"0.2"
"237",13,"T.J. Vasher",DAL,"0"
"238",13,"Trent Sherfield",SF,"0.3"
"239",13,"Whop Philyor",MIN,"0"
"240",14,"C.J. Board",NYG,"0.7"
"241",14,"Isaiah Wright",WAS,"1.4"
"242",14,"Vyncint Smith",NYJ,"0.2"
"243",14,"Rico Bussey",PIT,"0"
