PLAYER NAME,0-19,20-29,30-39,40-49,50+,AVG_0-19,AVG_20-29,AVG_30-39,AVG_40-49,AVG_50+,AVG_BLK KICK,AVG_DEF TD,AVG_FAN PTS,AVG_FUMR,AVG_INT,AVG_PASS_ATT,AVG_PASS_COMP,AVG_PASS_INT,AVG_PASS_PCT,AVG_PASS_TDS,AVG_PASS_YDS,AVG_PTS VS.,AVG_REC,AVG_REC_TDS,AVG_REC_TGT,AVG_REC_YDS,AVG_RET TD,AVG_RK,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_SACK,AVG_SAFE,AVG_XPA,AVG_XPM,AVG_YDS,BEST_RK,BLK KICK,BOOM,BUST,DEF TD,DEPTH,FAN PTS,FULL_SOS,FUMR,INT,PASS_ATT,PASS_COMP,PASS_PCT,PASS_TDS,PASS_YDS,PLAYOFF_SOS,POS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_AVG_RK,PPR_BEST_RK,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,PPR_RK,PPR_STD.DEV_RK,PPR_TIERS,PPR_WORST_RK,PTS VS.,REC,REC_TDS,REC_TGT,REC_YDS,RET TD,RK,RUSH_ATT,RUSH_TDS,RUSH_YDS,SACK,SAFE,SEASON_SOS,STARTER,STD.DEV_RK,TEAM,TIERS,WORST_RK,XPA,XPM
A.J. Brown,,,,,,,,,,,,,12.7,,,,,,,0.0,0.0,,5.0,0.8,7.6,76.8,,20.6,0.0,0.0,0.0,,,,,,11.0,,21.4,21.4,,1.0,177.5,25.0,,,,,,0.0,0.0,20.0,WR,6.4,2.0,7.0,1.7,2.0,13.0,17.7,20.6,12.0,247.5,8.0,3.0,8.0,2.3,2.0,16.0,8.0,5.8,2.0,37.0,,70.0,11.0,106.0,1075.0,,19.0,0.0,0.0,0.0,,,27.0,64.3,4.1,TEN,3.0,44.0,,
A.J. Green,,,,,,,,,,,,,4.0,,,,,,,0.0,0.0,,2.9,0.1,6.5,32.7,,216.0,0.0,0.0,0.0,,,,,,62.0,,0.0,62.5,,3.0,64.3,11.0,,,,,,0.0,0.0,15.0,WR,78.1,27.0,78.0,8.3,8.0,113.0,7.0,208.9,109.0,111.3,75.9,43.0,76.0,8.7,7.0,106.0,76.0,28.4,8.0,304.0,,47.0,2.0,104.0,523.0,,208.0,0.0,0.0,0.0,,,13.0,25.0,27.4,ARI,11.0,330.0,,
AJ Dillon,,,,,,,,,,,,,3.5,,,,,,,0.0,0.0,,0.2,0.0,0.2,1.9,,108.8,4.2,0.2,22.0,,,,,,60.0,,0.0,0.0,,2.0,38.3,30.0,,,,,,0.0,0.0,27.0,RB,38.2,25.0,38.0,4.5,5.0,53.0,3.7,118.8,76.0,40.3,41.4,29.0,41.0,5.3,6.0,55.0,46.0,18.4,6.0,177.0,,2.0,0.0,2.0,21.0,,110.0,46.0,2.0,242.0,,,26.0,0.0,16.1,GB,8.0,168.0,,
Aaron Jones,,,,,,,,,,,,,15.1,,,,,,,0.0,0.0,,3.4,0.1,4.5,25.4,,8.8,14.4,0.6,78.9,,,,,,3.0,,21.4,0.0,,1.0,211.9,30.0,,,,,,0.0,0.0,27.0,RB,8.1,3.0,9.0,1.8,2.0,13.0,18.5,9.0,3.0,258.9,6.8,3.0,7.0,1.8,2.0,12.0,8.0,4.4,2.0,22.0,,47.0,2.0,63.0,355.0,,9.0,201.0,9.0,1104.0,,,26.0,85.7,2.9,GB,2.0,22.0,,
Aaron Rodgers,,,,,,,,,,,,,24.2,,,32.9,23.3,0.3,71%,3.0,268.7,,,,,,,76.1,2.4,0.2,9.3,1.3,,,,268.7,43.0,,18.8,6.3,,1.0,387.26,31.0,,5.0,526.0,372.0,71%,48.0,4299.0,20.0,QB,6.9,3.0,7.0,1.6,2.0,11.0,,72.0,54.0,,,,,,,,,10.1,,103.0,,,,,,,69.0,38.0,3.0,149.0,20.0,,29.0,81.3,11.9,GB,7.0,111.0,,
Adam Humphries,,,,,,,,,,,,,5.0,,,,,,,0.0,0.0,,3.3,0.3,5.0,32.6,,310.9,0.1,0.0,0.0,,,,,,128.0,,0.0,0.0,,3.0,34.8,14.0,,,,,,0.0,0.0,1.0,WR,115.2,52.0,133.0,24.1,10.0,161.0,8.3,299.2,181.0,57.8,109.0,73.0,118.0,17.1,10.0,154.0,130.0,52.2,10.0,381.0,,23.0,2.0,35.0,228.0,,394.0,1.0,0.0,0.0,,,25.0,0.0,66.6,WAS,15.0,377.0,,
Adam Shaheen,,,,,,,,,,,,,2.1,,,,,,,0.0,0.0,,0.8,0.2,1.4,9.4,,333.5,0.0,0.0,0.0,,,,,,331.0,,0.0,0.0,,2.0,33.0,2.0,,,,,,0.0,0.0,29.0,TE,67.3,42.0,74.0,10.5,8.0,87.0,2.8,309.7,304.0,45.0,67.1,54.0,69.0,6.6,7.0,84.0,73.0,6.0,8.0,318.0,,12.0,3.0,22.0,150.0,,491.0,0.0,0.0,0.0,,,2.0,0.0,2.5,MIA,16.0,336.0,,
Adam Thielen,,,,,,,,,,,,,12.0,,,,,,,0.0,0.0,,4.9,0.9,7.2,61.7,,45.2,0.2,0.0,1.0,,,,,,27.0,,26.7,26.7,,2.0,180.0,18.0,,,,,,0.0,0.0,28.0,WR,19.7,10.0,19.0,3.6,4.0,38.0,16.9,52.2,35.0,254.0,23.5,15.0,22.0,3.9,4.0,41.0,22.0,11.3,4.0,122.0,,74.0,14.0,108.0,925.0,,44.0,3.0,0.0,15.0,,,6.0,53.3,7.7,MIN,5.0,86.0,,
Adam Trautman,,,,,,,,,,,,,1.5,,,,,,,0.0,0.0,,1.0,0.1,1.1,11.4,,160.6,0.0,0.0,0.0,,,,,,69.0,,0.0,0.0,,1.0,23.1,8.0,,,,,,0.0,0.0,3.0,TE,18.9,7.0,19.0,7.0,4.0,39.0,2.5,171.8,106.0,38.1,21.6,11.0,24.0,5.7,4.0,37.0,20.0,42.6,4.0,294.0,,15.0,1.0,16.0,171.0,,155.0,0.0,0.0,0.0,,,21.0,0.0,54.3,NO,10.0,364.0,,
Adrian Peterson,,,,,,,,,,,,,7.0,,,,,,,0.0,0.0,,0.8,0.0,1.1,6.3,,327.0,9.8,0.4,37.8,,,,,,233.0,,0.0,56.3,,0.0,112.5,33.0,,,,,,0.0,0.0,33.0,RB,94.9,71.0,96.0,9.6,8.0,125.0,7.8,326.1,237.0,124.5,93.5,69.0,102.0,10.1,9.0,121.0,96.0,33.0,8.0,388.0,,12.0,0.0,18.0,101.0,,352.0,156.0,7.0,604.0,,,33.0,25.0,30.3,FA,14.0,385.0,,
Albert Okwuegbunam,,,,,,,,,,,,,4.5,,,,,,,0.0,0.0,,2.8,0.3,3.8,30.3,,324.7,0.0,0.0,0.0,,,,,,184.0,,0.0,0.0,,2.0,18.1,4.0,,,,,,0.0,0.0,12.0,TE,43.6,26.0,46.0,6.8,6.0,62.0,7.3,324.8,206.0,29.1,43.8,29.0,46.0,5.5,6.0,55.0,46.0,34.4,6.0,382.0,,11.0,1.0,15.0,121.0,,374.0,0.0,0.0,0.0,,,7.0,0.0,37.7,DEN,14.0,378.0,,
Albert Wilson,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,7.0,0.0,20.0,,,,,,,,29.0,,172.8,117.0,179.0,56.0,11.0,282.0,0.0,,,0.0,130.9,99.0,140.0,41.0,10.0,328.0,177.0,,11.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4.0,0.0,,MIA,,,,
Aldrick Rosas,0.0,3.0,2.0,0.0,3.0,0.0,0.5,0.3,0.0,0.5,,,6.5,,,,,,,0.0,0.0,,,,,,,331.0,,,,,,1.5,1.5,,309.0,,0.0,0.0,,,39.0,14.0,,,,,,0.0,0.0,7.0,K,28.0,25.0,39.0,2.2,6.0,30.0,,297.5,215.0,,,,,,,,,47.7,,328.0,,,,,,,471.0,,,,,,15.0,0.0,15.6,JAC,16.0,342.0,9.0,9.0
Alec Ingold,,,,,,,,,,,,,1.1,,,,,,,,,,0.8,0.1,1.1,6.9,,,0.2,0.0,0.3,,,,,,,,0.0,0.0,,0.0,17.4,28.0,,,,,,,,19.0,,129.2,92.0,144.0,10.3,10.0,147.0,1.8,,,29.4,110.8,85.0,136.0,15.5,10.0,129.0,139.0,,10.0,,,12.0,1.0,17.0,110.0,,,3.0,0.0,4.0,,,27.0,0.0,,LV,,,,
Alex Armah,,,,,,,,,,,,,0.2,,,,,,,,,,0.3,0.0,0.6,1.1,,,0.4,0.0,0.6,,,,,,,,0.0,0.0,,0.0,2.7,25.0,,,,,,,,22.0,,138.0,105.0,172.0,26.2,11.0,169.0,0.5,,,7.7,129.3,94.0,147.0,29.1,11.0,172.0,163.0,,11.0,,,5.0,0.0,9.0,18.0,,,6.0,0.0,9.0,,,21.0,0.0,,NO,,,,
Alex Collins,,,,,,,,,,,,,6.7,,,,,,,0.0,0.0,,0.3,0.0,0.7,1.3,,246.6,6.0,0.7,25.7,,,,,,180.0,,0.0,0.0,,4.0,20.1,24.0,,,,,,0.0,0.0,9.0,RB,99.6,58.0,124.0,22.3,10.0,141.0,7.0,286.0,189.0,21.1,95.9,65.0,120.0,24.6,10.0,146.0,122.0,60.1,10.0,380.0,,1.0,0.0,2.0,4.0,,415.0,18.0,2.0,77.0,,,30.0,0.0,54.0,SEA,15.0,318.0,,
Alex Erickson,,,,,,,,,,,,,0.7,,,,,,,,,,0.8,0.0,1.1,8.7,,,0.3,0.0,0.4,,,,,,,,0.0,0.0,,0.0,10.6,10.0,,,,,,,,13.0,,178.3,155.0,193.0,20.9,12.0,212.0,1.4,,,22.6,180.2,165.0,198.0,19.1,12.0,218.0,190.0,,12.0,,,12.0,0.0,17.0,139.0,,,5.0,0.0,7.0,,,14.0,0.0,,HOU,,,,
Alexander Mattison,,,,,,,,,,,,,5.7,,,,,,,0.0,0.0,,1.0,0.1,1.2,9.6,,150.4,7.4,0.2,33.4,,,,,,99.0,,7.7,76.9,,2.0,73.9,12.0,,,,,,0.0,0.0,28.0,RB,49.6,36.0,48.0,5.2,6.0,89.0,6.7,158.3,110.0,86.9,52.5,41.0,50.0,4.4,6.0,65.0,51.0,20.0,6.0,227.0,,13.0,1.0,15.0,125.0,,138.0,96.0,2.0,434.0,,,6.0,15.4,27.0,MIN,9.0,317.0,,
Alfred Morris,,,,,,,,,,,,,4.2,,,,,,,,,,0.3,0.1,0.4,2.1,,,6.1,0.1,26.4,,,,,,,,0.0,0.0,,0.0,37.7,33.0,,,,,,,,33.0,,172.7,152.0,196.0,18.1,12.0,196.0,4.5,,,40.7,141.8,120.0,171.0,16.7,11.0,167.0,199.0,,12.0,,,3.0,1.0,4.0,19.0,,,55.0,1.0,238.0,,,33.0,0.0,,FA,,,,
Allen Lazard,,,,,,,,,,,,,6.5,,,,,,,0.0,0.0,,3.3,0.3,4.6,45.1,,199.6,0.2,0.0,1.7,,,,,,136.0,,10.0,60.0,,4.0,64.8,29.0,,,,,,0.0,0.0,19.0,WR,72.2,56.0,69.0,8.9,7.0,102.0,9.8,219.2,141.0,97.8,79.2,56.0,79.0,9.9,8.0,105.0,74.0,29.3,7.0,299.0,,33.0,3.0,46.0,451.0,,196.0,2.0,0.0,17.0,,,29.0,20.0,26.9,GB,11.0,295.0,,
Allen Robinson II,,,,,,,,,,,,,10.1,,,,,,,0.0,0.0,,6.4,0.4,9.4,78.1,,30.8,0.1,0.0,-0.1,,,,,,16.0,,18.8,12.5,,0.0,160.9,12.0,,,,,,0.0,0.0,9.0,WR,11.7,5.0,10.0,2.2,3.0,19.0,16.4,24.6,15.0,262.9,9.5,6.0,10.0,1.6,2.0,14.0,10.0,4.3,2.0,34.0,,102.0,6.0,151.0,1250.0,,29.0,1.0,0.0,-1.0,,,19.0,50.0,4.3,CHI,4.0,45.0,,
Alshon Jeffery,,,,,,,,,,,,,2.5,,,,,,,0.0,0.0,,0.9,0.1,1.9,16.4,,324.3,0.0,0.0,0.0,,,,,,265.0,,0.0,0.0,,0.0,17.5,33.0,,,,,,0.0,0.0,33.0,WR,118.9,93.0,136.0,18.2,10.0,170.0,3.4,330.4,271.0,23.5,131.2,106.0,145.0,24.7,10.0,198.0,136.0,27.5,10.0,370.0,,6.0,1.0,13.0,115.0,,395.0,0.0,0.0,0.0,,,33.0,0.0,26.8,FA,15.0,385.0,,
Alvin Kamara,,,,,,,,,,,,,19.7,,,,,,,0.0,0.0,,5.5,0.3,7.1,50.4,,5.8,12.5,1.1,62.1,,,,,,2.0,,46.7,6.7,,1.0,294.8,25.0,,,,,,0.0,0.0,22.0,RB,5.6,2.0,4.0,2.1,2.0,14.0,25.2,3.4,2.0,377.8,3.3,2.0,3.0,0.9,1.0,6.0,3.0,1.1,1.0,7.0,,83.0,5.0,107.0,756.0,,4.0,187.0,16.0,932.0,,,21.0,86.7,2.6,NO,2.0,27.0,,
Amari Cooper,,,,,,,,,,,,,9.1,,,,,,,0.0,0.0,,5.8,0.3,8.1,69.6,,37.0,0.4,0.0,0.9,,,,,,24.0,,6.3,18.8,,2.0,144.8,27.0,,,,,,0.0,0.0,27.0,WR,15.2,9.0,16.0,3.2,3.0,29.0,14.8,35.9,25.0,236.8,15.6,10.0,14.0,3.0,3.0,25.0,13.0,5.5,3.0,58.0,,92.0,5.0,130.0,1114.0,,37.0,6.0,0.0,14.0,,,21.0,68.8,5.9,DAL,5.0,65.0,,
Amari Rodgers,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,260.7,0.0,0.0,0.0,,,,,,148.0,,0.0,0.0,,3.0,0.0,29.0,,,,,,0.0,0.0,19.0,WR,93.3,65.0,93.0,11.8,8.0,125.0,0.0,271.6,173.0,0.0,97.3,66.0,95.0,13.4,8.0,148.0,93.0,38.9,8.0,375.0,,0.0,0.0,0.0,0.0,,269.0,0.0,0.0,0.0,,,29.0,0.0,39.4,GB,12.0,375.0,,
Ameer Abdullah,,,,,,,,,,,,,1.4,,,,,,,0.0,0.0,,0.5,0.1,0.6,3.6,,328.3,0.5,0.0,2.6,,,,,,245.0,,0.0,0.0,,3.0,22.0,12.0,,,,,,0.0,0.0,28.0,RB,115.3,71.0,131.0,23.7,10.0,156.0,1.9,368.0,336.0,30.0,130.0,94.0,139.0,22.3,10.0,175.0,132.0,22.9,10.0,393.0,,8.0,2.0,9.0,58.0,,449.0,8.0,0.0,42.0,,,6.0,0.0,54.4,MIN,15.0,393.0,,
Amon-Ra St. Brown,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,226.0,0.0,0.0,0.0,,,,,,118.0,,0.0,0.0,,3.0,0.0,23.0,,,,,,0.0,0.0,6.0,WR,81.8,50.0,80.0,13.7,8.0,115.0,0.0,207.8,122.0,0.0,75.3,51.0,74.0,12.9,7.0,120.0,78.0,45.2,8.0,364.0,,0.0,0.0,0.0,0.0,,226.0,0.0,0.0,0.0,,,30.0,0.0,44.2,DET,11.0,354.0,,
Andre Roberts,,,,,,,,,,,,,-0.1,,,,,,,,,,0.3,0.0,0.3,2.3,,,0.1,0.0,-0.2,,,,,,,,0.0,0.0,,5.0,-0.9,10.0,,,,,,,,13.0,,150.7,99.0,192.0,55.1,12.0,227.0,0.2,,,3.1,161.2,89.0,194.0,40.4,12.0,214.0,205.0,,12.0,,,4.0,0.0,5.0,34.0,,,1.0,0.0,-3.0,,,14.0,0.0,,HOU,,,,
Andrew Jacas,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,342.0,,,,,,,,,337.0,,,,,,,,,,,,,0.0,0.0,,UNKNOWN,,,,,,,,333.7,315.0,,,,,,,,,13.6,,347.0,,,,,,,478.0,,,,,,,,4.1,,16.0,347.0,,
Andy Dalton,,,,,,,,,,,,,13.1,,,30.3,19.6,0.7,65%,1.3,197.3,,,,,,,341.1,2.5,0.0,10.4,2.2,,,,197.3,134.0,,0.0,77.8,,2.0,143.9,23.0,,8.0,333.0,216.0,65%,14.0,2170.0,23.0,QB,36.6,31.0,38.0,2.3,5.0,49.0,,334.8,182.0,,,,,,,,,37.4,,387.0,,,,,,,351.0,28.0,0.0,114.0,24.0,,22.0,11.1,34.5,CHI,14.0,396.0,,
Andy Isabella,,,,,,,,,,,,,2.6,,,,,,,0.0,0.0,,1.6,0.2,2.7,17.2,,310.5,0.1,0.0,-0.5,,,,,,262.0,,0.0,0.0,,5.0,33.8,11.0,,,,,,0.0,0.0,15.0,WR,110.2,91.0,107.0,11.2,9.0,158.0,4.2,321.6,263.0,54.8,113.9,92.0,111.0,13.3,9.0,172.0,107.0,33.8,9.0,418.0,,21.0,2.0,35.0,224.0,,321.0,1.0,0.0,-6.0,,,13.0,0.0,28.3,ARI,13.0,379.0,,
Andy Janovich,,,,,,,,,,,,,0.1,,,,,,,,,,0.1,0.0,0.4,0.9,,,0.1,0.0,0.3,,,,,,,,0.0,0.0,,0.0,1.7,2.0,,,,,,,,8.0,,147.3,124.0,165.0,14.8,11.0,161.0,0.3,,,3.7,130.7,109.0,150.0,13.2,11.0,145.0,156.0,,11.0,,,2.0,0.0,5.0,13.0,,,2.0,0.0,4.0,,,8.0,0.0,,CLE,,,,
Anthony Firkser,,,,,,,,,,,,,2.8,,,,,,,0.0,0.0,,2.4,0.1,3.3,24.2,,182.0,0.0,0.0,0.0,,,,,,113.0,,6.3,93.8,,1.0,44.7,26.0,,,,,,0.0,0.0,28.0,TE,23.6,14.0,26.0,5.8,4.0,48.0,5.2,182.2,108.0,83.7,23.3,12.0,25.0,5.3,4.0,47.0,26.0,40.3,4.0,350.0,,39.0,1.0,53.0,387.0,,179.0,0.0,0.0,0.0,,,14.0,6.3,44.3,TEN,10.0,352.0,,
Anthony McFarland Jr.,,,,,,,,,,,,,1.5,,,,,,,0.0,0.0,,0.5,0.0,0.9,4.9,,273.9,3.0,0.0,10.3,,,,,,186.0,,0.0,0.0,,0.0,16.7,4.0,,,,,,0.0,0.0,5.0,RB,78.1,59.0,76.0,7.0,7.0,105.0,2.1,262.4,181.0,22.7,75.2,56.0,72.0,8.0,7.0,99.0,77.0,39.4,7.0,362.0,,6.0,0.0,10.0,54.0,,281.0,33.0,0.0,113.0,,,11.0,0.0,30.4,PIT,12.0,374.0,,
Anthony Miller,,,,,,,,,,,,,3.7,,,,,,,0.0,0.0,,3.1,0.1,4.8,30.3,,246.8,0.1,0.0,0.8,,,,,,189.0,,0.0,68.8,,3.0,59.7,10.0,,,,,,0.0,0.0,13.0,WR,88.1,67.0,87.0,9.7,8.0,118.0,6.8,250.5,175.0,108.7,90.4,65.0,92.0,14.3,8.0,143.0,87.0,39.6,8.0,378.0,,49.0,2.0,76.0,485.0,,253.0,2.0,0.0,12.0,,,14.0,12.5,28.8,HOU,12.0,333.0,,
Anthony Schwartz,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,353.4,0.0,0.0,0.0,,,,,,298.0,,0.0,0.0,,5.0,0.0,32.0,,,,,,0.0,0.0,24.0,WR,131.4,104.0,141.0,11.4,10.0,160.0,0.0,385.3,322.0,0.0,141.9,107.0,141.0,35.5,10.0,321.0,139.0,78.9,10.0,648.0,,0.0,0.0,0.0,0.0,,432.0,0.0,0.0,0.0,,,31.0,0.0,21.0,CLE,15.0,375.0,,
Antonio Brown,,,,,,,,,,,,,9.0,,,,,,,0.0,0.0,,5.6,0.5,7.8,60.4,,107.9,0.3,0.0,-0.3,,,,,,43.0,,12.5,25.0,,3.0,72.1,19.0,,,,,,0.0,0.0,21.0,WR,45.2,19.0,48.0,9.2,6.0,69.0,14.6,94.2,60.0,117.1,40.2,23.0,40.0,8.2,5.0,69.0,44.0,23.5,6.0,196.0,,45.0,4.0,62.0,483.0,,111.0,2.0,0.0,-2.0,,,15.0,50.0,27.3,TB,8.0,196.0,,
Antonio Callaway,,,,,,,,,,,,,0.4,,,,,,,,,,0.4,0.0,0.8,4.0,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,5.0,2.0,33.0,,,,,,,,33.0,,171.6,103.0,177.0,36.9,11.0,222.0,0.8,,,4.0,162.7,132.0,182.0,25.6,12.0,217.0,170.0,,11.0,,,2.0,0.0,4.0,20.0,,,0.0,0.0,0.0,,,33.0,0.0,,FA,,,,
Antonio Gandy-Golden,,,,,,,,,,,,,0.4,,,,,,,0.0,0.0,,0.2,0.0,1.2,0.5,,333.1,0.2,0.0,3.7,,,,,,286.0,,0.0,0.0,,6.0,2.5,14.0,,,,,,0.0,0.0,1.0,WR,123.1,99.0,123.0,18.7,10.0,175.0,0.6,350.1,286.0,3.5,131.1,103.0,128.0,20.6,10.0,199.0,122.0,28.7,10.0,396.0,,1.0,0.0,7.0,3.0,,379.0,1.0,0.0,22.0,,,25.0,0.0,26.1,WAS,14.0,378.0,,
Antonio Gibson,,,,,,,,,,,,,11.9,,,,,,,0.0,0.0,,2.6,0.0,3.1,17.6,,17.2,12.1,0.8,56.8,,,,,,5.0,,14.3,14.3,,1.0,166.2,18.0,,,,,,0.0,0.0,11.0,RB,11.5,5.0,10.0,2.4,3.0,19.0,14.4,20.7,7.0,202.2,10.9,6.0,11.0,1.7,3.0,16.0,12.0,5.5,3.0,40.0,,36.0,0.0,44.0,247.0,,15.0,170.0,11.0,795.0,,,18.0,50.0,7.4,WAS,3.0,42.0,,
Antonio Williams,,,,,,,,,,,,,20.3,,,,,,,,,,1.0,0.0,1.0,20.0,,,12.0,2.0,63.0,,,,,,,,0.0,0.0,,4.0,20.3,23.0,,,,,,,,20.0,,136.6,101.0,151.0,22.3,11.0,155.0,21.3,,,21.3,139.1,100.0,145.0,17.7,11.0,155.0,145.0,,10.0,,,1.0,0.0,1.0,20.0,,,12.0,2.0,63.0,,,22.0,0.0,,BUF,,,,
Arizona Cardinals,,,,,,,,,,,0.0,0.0,6.8,0.6,0.7,,,,,0.0,0.0,0.0,,,,,0.0,290.7,,,,3.0,0.1,,,,159.0,0.0,,,0.0,,108.0,18.0,10.0,11.0,,,,0.0,0.0,17.0,DEF,21.0,4.0,23.0,3.8,5.0,29.0,,276.9,176.0,,,,,,,,,35.8,,337.0,0.0,,,,,0.0,290.0,,,,48.0,1.0,17.0,,26.9,ARI,13.0,337.0,,
Ashton Dulin,,,,,,,,,,,,,0.5,,,,,,,,,,0.2,0.0,0.5,4.1,,,0.2,0.0,0.8,,,,,,,,0.0,0.0,,0.0,6.4,9.0,,,,,,,,31.0,,185.0,174.0,222.0,11.0,12.0,196.0,0.7,,,9.4,196.2,176.0,218.0,16.7,12.0,216.0,227.0,,13.0,,,3.0,0.0,6.0,53.0,,,2.0,0.0,11.0,,,2.0,0.0,,IND,,,,
Atlanta Falcons,,,,,,,,,,,0.0,0.1,4.5,0.6,0.8,,,,,0.0,0.0,0.0,,,,,0.0,320.0,,,,1.8,0.0,,,,201.0,0.0,,,1.0,,72.0,1.0,9.0,12.0,,,,0.0,0.0,3.0,DEF,27.3,10.0,28.0,1.8,5.0,32.0,,319.7,235.0,,,,,,,,,15.5,,345.0,0.0,,,,,0.0,315.0,,,,29.0,0.0,2.0,,13.9,ATL,13.0,360.0,,
Auden Tate,,,,,,,,,,,,,1.7,,,,,,,0.0,0.0,,1.6,0.0,2.4,16.7,,343.0,0.0,0.0,0.0,,,,,,240.0,,0.0,0.0,,4.0,15.0,24.0,,,,,,0.0,0.0,22.0,WR,121.8,85.0,138.0,11.8,10.0,142.0,3.2,339.4,262.0,29.0,122.9,91.0,134.0,13.5,10.0,146.0,138.0,39.7,10.0,383.0,,14.0,0.0,22.0,150.0,,412.0,0.0,0.0,0.0,,,20.0,0.0,32.9,CIN,15.0,396.0,,
Austin Ekeler,,,,,,,,,,,,,11.1,,,,,,,0.0,0.0,,5.4,0.2,6.5,40.3,,25.6,11.6,0.1,53.0,,,,,,6.0,,10.0,10.0,,1.0,111.3,13.0,,,,,,0.0,0.0,3.0,RB,13.9,6.0,12.0,8.3,3.0,97.0,16.5,8.5,3.0,165.3,6.7,3.0,6.0,2.0,2.0,14.0,7.0,4.6,2.0,28.0,,54.0,2.0,65.0,403.0,,23.0,116.0,1.0,530.0,,,25.0,70.0,30.4,LAC,4.0,334.0,,
Austin Fort,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,4.0,,,,,,,,12.0,,96.0,92.0,113.0,4.0,10.0,100.0,0.0,,,0.0,128.8,95.0,142.0,24.4,10.0,163.0,118.0,,10.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,7.0,0.0,,DEN,,,,
Austin Hooper,,,,,,,,,,,,,5.2,,,,,,,0.0,0.0,,3.5,0.3,5.4,33.5,,163.7,0.0,0.0,0.0,,,,,,94.0,,0.0,46.2,,1.0,67.5,22.0,,,,,,0.0,0.0,21.0,TE,20.9,10.0,21.0,4.1,4.0,31.0,8.7,166.8,78.0,113.5,21.4,11.0,21.0,3.6,4.0,29.0,21.0,30.2,4.0,259.0,,46.0,4.0,70.0,435.0,,149.0,0.0,0.0,0.0,,,17.0,46.2,31.8,CLE,10.0,258.0,,
Austin Seibert,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.2,0.0,,,5.4,,,,,,,0.0,0.0,,,,,,,309.6,,,,,,1.8,1.6,,125.0,,0.0,0.0,,,27.0,8.0,,,,,,0.0,0.0,5.0,K,26.2,21.0,29.0,2.9,5.0,34.0,,307.1,213.0,,,,,,,,,21.6,,353.0,,,,,,,311.0,,,,,,19.0,0.0,20.1,CIN,13.0,351.0,9.0,8.0
Austin Walter,,,,,,,,,,,,,0.8,,,,,,,,,,0.3,0.0,0.3,6.8,,,0.3,0.0,0.8,,,,,,,,0.0,0.0,,0.0,3.0,20.0,,,,,,,,18.0,,161.7,148.0,187.0,12.4,11.0,178.0,1.0,,,4.0,162.0,139.0,207.0,23.0,12.0,185.0,173.0,,11.0,,,1.0,0.0,1.0,27.0,,,1.0,0.0,3.0,,,17.0,0.0,,NYJ,,,,
Austin Watkins Jr.,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,33.0,,,,,,,,33.0,,218.3,184.0,227.0,43.7,13.0,280.0,0.0,,,0.0,238.0,203.0,282.0,35.0,14.0,273.0,225.0,,12.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,33.0,0.0,,FA,,,,
Baker Mayfield,,,,,,,,,,,,,16.0,,,30.4,19.1,0.5,63%,1.6,222.7,,,,,,,139.2,3.4,0.1,10.3,1.6,,,,222.7,79.0,,12.5,62.5,,1.0,255.62,29.0,,8.0,486.0,305.0,63%,26.0,3563.0,25.0,QB,19.8,14.0,18.0,3.4,4.0,28.0,,140.6,109.0,,,,,,,,,25.8,,252.0,,,,,,,129.0,54.0,1.0,165.0,26.0,,27.0,25.0,25.5,CLE,9.0,254.0,,
Baltimore Ravens,,,,,,,,,,,0.0,0.2,8.3,0.7,0.6,,,,,0.0,0.0,0.0,,,,,0.0,155.2,,,,2.3,0.1,,,,84.0,0.0,,,3.0,,141.0,32.0,12.0,10.0,,,,0.0,0.0,29.0,DEF,4.3,1.0,3.0,2.2,1.0,13.0,,158.5,136.0,,,,,,,,,15.7,,241.0,0.0,,,,,0.0,160.0,,,,39.0,2.0,32.0,,11.9,BAL,10.0,212.0,,
