"POS_RK",POS_TIERS,"PLAYER NAME",TEAM,"AVG_FAN PTS"
"128",10,"Calvin Austin III",PIT,"0"
"129",10,"Randall Cobb",NYJ,"3.7"
"130",10,"Trey Palmer",TB,"0"
"131",10,"Marquez Callaway",DEN,"2.2"
"132",10,"Kalif Raymond",DET,"4.1"
"133",10,"Olamide Zaccheaus",PHI,"4.1"
"134",10,"Justin Watson",KC,"2.6"
"135",10,"Cedrick Wilson Jr.",MIA,"1.1"
"136",10,"Charlie Jones",CIN,"0"
"137",10,"Chris Moore",TEN,"4.5"
"138",10,"Dyami Brown",WAS,"3.1"
"139",10,"Jarvis Landry",FA,"3.9"
"140",10,"Demarcus Robinson",LAR,"3.5"
"141",10,"Jamal Agnew",JAC,"3.3"
"142",10,"Parker Washington",JAC,"0"
"143",10,"Demario Douglas",NE,"0"
"144",10,"Tre'Quan Smith",NO,"3.4"
"145",10,"Samori Toure",GB,"3.5"
"146",10,"Julio Jones",FA,"4.6"
"147",10,"DeAndre Carter",LV,"3.9"
"148",10,"Dontayvion Wicks",GB,"0"
"149",10,"Marquise Goodwin",CLE,"4.9"
"150",10,"Velus Jones Jr.",CHI,"2.5"
"151",11,"Scott Miller",ATL,"1.6"
"152",11,"Zach Pascal",ARI,"1.4"
"153",11,"Trenton Irwin",CIN,"5.4"
"154",11,"Denzel Mims",FA,"2.1"
"155",11,"Andrei Iosivas",CIN,"0"
"156",11,"Demetric Felton Jr.",CLE,"0.0"
"157",11,"Tre Tucker",LV,"0"
"158",11,"Danny Gray",SF,"0.3"
"159",11,"Kenny Golladay",FA,"2.4"
"160",11,"Shi Smith",CAR,"2.3"
"161",11,"Jalen Nailor",MIN,"3.0"
"162",11,"Equanimeous St. Brown",CHI,"2.7"
"163",11,"Jalen Guyton",LAC,"3.2"
"164",11,"KhaDarel Hodge",ATL,"2.2"
"165",11,"Justin Shorter",BUF,"0"
"166",11,"Jalen Reagor",MIN,"1.1"
"167",11,"Brandon Powell",MIN,"1.4"
"168",11,"Ray-Ray McCloud III",SF,"2.6"
"169",11,"Byron Pringle",WAS,"2.5"
"170",11,"Ashton Dulin",IND,"2.8"
"171",11,"N'Keal Harry",FA,"2.9"
"172",11,"Dee Eskridge",SEA,"0.8"
"173",11,"Erik Ezukanma",MIA,"0.3"
"174",11,"Kendall Hinton",DEN,"2.9"
"175",11,"Bryce Ford-Wheaton",NYG,"0"
"176",12,"David Moore",TB,"0"
"177",12,"Tylan Wallace",BAL,"0.5"
"178",12,"Cam Sims",LV,"0.7"
"179",12,"James Proche II",BAL,"0.4"
"180",12,"Phillip Dorsett II",LV,"2.1"
"181",12,"Deven Thompkins",TB,"1.2"
"182",12,"Quintez Cephus",DET,"0.5"
"183",12,"KaVontae Turpin",DAL,"-0.1"
"184",12,"Anthony Schwartz",CLE,"2.1"
"185",12,"Amari Rodgers",IND,"1.5"
"186",12,"Mike Strachan",IND,"1.0"
"187",12,"Montrell Washington",DEN,"0.1"
"188",12,"Derius Davis",LAC,"0"
"189",12,"Sammy Watkins",FA,"3.4"
"190",12,"Racey McMath",TEN,"1.1"
"191",12,"Dareke Young",SEA,"0.3"
"192",12,"Jalen Brooks",DAL,"0"
"193",12,"Miles Boykin",PIT,"0.1"
"194",12,"Austin Watkins Jr.",CLE,"0"
"195",12,"Michael Bandy",DEN,"1.1"
"196",12,"Gunner Olszewski",PIT,"0.5"
"197",12,"Keith Kirkwood",NO,"0.6"
"198",12,"Dax Milne",WAS,"0.6"
"199",12,"Breshad Perriman",IND,"1.8"
"200",12,"Bryan Edwards",FA,"0.4"
"201",12,"Lil'Jordan Humphrey",DEN,"0.5"
"202",12,"David Sills V",NYG,"1.5"
"203",12,"River Cracraft",MIA,"2.8"
"204",12,"Chris Conley",SF,"1.1"
"205",12,"Juwann Winfree",IND,"0.6"
"206",12,"Tim Jones",JAC,"0.4"
"207",12,"Willie Snead IV",SF,"0"
"208",12,"Kaylon Geiger Sr.",TB,"0"
"209",12,"Grant DuBose",GB,"0"
"210",12,"Ihmir Smith-Marsette",KC,"-0.1"
"211",12,"Dezmon Patmon",BUF,"2.4"
"212",12,"Rakim Jarrett",TB,"0"
"213",12,"Rashard Higgins",FA,"0.0"
"214",12,"Kendric Pryor",JAC,"0"
"215",12,"Joseph Ngata",PHI,"0"
"216",12,"Cade Johnson",SEA,"1.1"
"217",12,"Mason Kinsey",TEN,"0.1"
"218",12,"T.Y. Hilton",FA,"4.0"
"219",12,"Blake Proehl",MIN,"0"
"220",12,"Brandon Johnson",DEN,"1.6"
"221",12,"Marcus Kemp",WAS,"0.0"
"222",12,"Antoine Green",DET,"0"
"223",12,"Malik Heath",GB,"0"
"224",12,"Steven Sims Jr.",HOU,"1.4"
"225",13,"Marcus Johnson",FA,"1.2"
"226",13,"Trent Taylor",CIN,"0.4"
"227",13,"Tyrie Cleveland",PHI,"0.6"
"228",13,"Simi Fehoko",DAL,"0.8"
"229",13,"Jeff Smith",FA,"1.9"
"230",13,"Dennis Houston",DAL,"0.8"
"231",13,"Jason Moore Jr.",DET,"0.5"
"232",13,"Ronnie Bell",SF,"0"
"233",13,"Andre Baccellia",ARI,"0.9"
"234",13,"Cody Hollister",FA,"0.9"
"235",13,"Josh Ali",ATL,"0.0"
"236",13,"Michael Woods II",CLE,"0.5"
"237",13,"Seth Williams",JAC,"0"
"238",13,"Trinity Benson",DET,"0.0"
"239",13,"Britain Covey",PHI,"0.0"
"240",13,"Jake Bobo",SEA,"0"
"241",13,"Malik Turner",FA,"0.0"
"242",13,"Javon Wims",CAR,"0"
"243",13,"Keelan Cole Sr.",LV,"1.7"
"244",13,"Greg Ward",PHI,"0"
"245",13,"Cody Thompson",SEA,"0.0"
"246",13,"DJ Turner",FA,"0.4"
"247",13,"Tom Kennedy",FA,"2.0"
"248",13,"Kyric McGowan",WAS,"0"
"249",13,"Dez Fitzpatrick",PIT,"0"
"250",13,"Dylan Drummond",DET,"0"
"251",13,"Colton Dowell",TEN,"0"
"252",13,"Vyncint Smith",IND,"0"
"253",13,"Penny Hart",ATL,"0.7"
"254",13,"Matthew Slater",NE,"0.0"
"255",13,"Cody White",FA,"0.2"
"256",13,"Jalen Virgil",DEN,"1.6"
"257",13,"Tanner Conner",MIA,"0.0"
"258",13,"Nsimba Webster",CHI,"1.4"
"259",13,"Keelan Doss",LAC,"0"
"260",14,"Kirk Merritt",NO,"0.0"
"261",14,"Daniel Arias",ARI,"0"
"262",14,"Irvin Charles",NYJ,"0"
"263",14,"Raleigh Webb",NE,"0.0"
"264",14,"Bo Melton",GB,"0"
"265",14,"Dontay Demus Jr.",BAL,"0"
"266",14,"KeeSean Johnson",BUF,"0"
"267",14,"Lance McCutcheon",LAR,"0.0"
"268",14,"Austin Trammell",LAR,"0.7"
"269",14,"Kevin Austin Jr.",JAC,"0"
"270",14,"Kawaan Baker",NO,"0"
"271",14,"Stanley Morgan Jr.",CIN,"0.0"
